	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	super_pop
NA12287	-26.330683738973182	39.94823355730766	-10.078803520121925	-13.079899595786316	-0.9772760222060196	1.9117085813790298	-5.320789288807156	1.9658183890626055	-8.554467476866247	-9.466369263341619	CEU	EUR
NA21127	-27.176630594525406	12.865361834164998	31.33806938126849	9.92370578793118	7.498799701799622	0.22405016077550782	5.767931711687997	2.078110582293331	5.065786827830452	8.800770836624867	GIH	SAS
HG04061	-29.649183205342286	3.6411288497239074	37.227877251119324	13.784073992091901	9.229145692960405	2.5230629540829583	2.9290567789698816	3.1527704537990435	4.933012590918647	-3.9988484046090464	ITU	SAS
HG03965	-29.002433270242104	5.46672856588261	29.86964879014031	13.751544423524988	-1.641218033871026	-1.8737968676920531	1.472603944946071	-1.5619770692834538	0.9116056708637393	-7.637022786001169	ITU	SAS
HG01857	-39.23235063084923	-51.742822787891825	-5.816779772532185	-11.513116075551796	-5.675145910834057	1.7199512891589945	10.711103094825594	-1.7224049090473974	-8.503823678547528	-2.9698756676623304	KHV	EAS
HG03007	-31.388340526512497	8.0830051271814	27.309372077321513	9.509907374787366	-10.958499308110973	2.571654863454281	0.1647476104617694	2.6823691283422004	1.5012039775469244	-5.6957477341252165	BEB	SAS
HG01606	-27.223635390402592	37.37262041197897	-12.743713028565324	-17.650095595363624	4.585253414458668	-0.1902366683494417	3.0994798486094477	-2.736979450864628	2.432715469611965	-8.890771219729759	IBS	EUR
HG03703	-26.204711318519568	13.29962936390063	32.048961578912824	10.784640461981011	13.115095193393175	-0.07639656774498688	4.80463529838288	4.545093393390361	-13.86569713035506	-7.355633416267439	PJL	SAS
NA20819	-26.384260462380226	38.242412167987425	-8.560903300086332	-10.36706811602317	-6.549758773578257	-2.788644879167201	2.167816640165682	8.5870599888289	8.041082253287238	-3.0878650498200884	TSI	EUR
NA19075	-37.307798273656225	-48.591330135180655	-3.559040216564539	-3.4825867675331272	-3.4267347600073634	-4.51538372980891	-14.333703659053182	-2.9302923545753834	10.642493346691145	7.4392120765644965	JPT	EAS
HG00634	-39.60989437437558	-52.148183032029685	-5.039956715642143	-13.01910817638531	-19.857320156310752	0.23905180707918022	2.8239449219665675	2.1044249836540274	2.1841941281210486	1.0415661663934295	CHS	EAS
HG03886	-24.45791454029377	8.723802977810271	33.38062759440859	11.002430111745374	15.704406297911612	-2.3379523862611276	1.6627377103916718	-2.8587468713328166	-1.9416143395815062	-1.3149383781838662	STU	SAS
HG00406	-35.66723549588675	-53.815379874193994	-4.519997290415373	-7.445161613195777	6.833197089810598	-6.00367901671854	6.691984497637042	4.01934515522892	8.586854688675013	4.640669452827864	CHS	EAS
HG03615	-24.89205069756463	4.417394588768977	25.312145204090232	3.3433167247467597	13.864273985375089	1.8200769006934046	-3.0133090910849014	-2.572768429823408	0.5857465926344673	4.877637012967027	BEB	SAS
HG02884	79.60634274755152	-3.4892501022436875	3.902347408310248	-3.53801210288759	-0.10490224325717813	12.102627845720496	-9.488744703331227	-13.038981032313924	9.301964275663194	0.5755448420017385	GWD	AFR
HG03746	-25.795981789818452	10.613157241681234	22.40428080375231	9.604487132709721	-15.29635659926714	1.8114587932680017	-3.008004126558115	6.394289834648418	-3.6598755316434253	-6.52959619234677	STU	SAS
HG02568	77.3704845184957	-1.1067118960856688	-3.438082737452997	-2.504791810285173	-2.7900114092059054	24.6276233543598	-0.5821757412475379	-7.364794079351988	2.498170752785013	-8.69923431720678	GWD	AFR
HG00739	-23.64775066522607	36.06593550909828	-9.86591046217608	-9.581840023180565	10.737570562212829	0.450718604233809	-6.241480806436981	-4.334154856330617	0.46680415040198137	-5.48348289397566	PUR	AMR
NA19332	77.26774849933028	-6.924982602346297	1.585115901618554	-1.3543759104565096	-3.319305614284935	-22.220889249763246	2.7362518230076986	-15.629091943816714	-9.289188840759541	-0.328856786750412	LWK	AFR
NA18591	-40.53961065034813	-50.043829845158406	0.27151088567944887	-7.280446498363573	-17.92523489078412	2.413758192408298	-3.770757874543134	2.292107918321309	0.5298361409556402	-2.1059145693632826	CHB	EAS
HG00117	-26.542795850349307	42.99320869695328	-10.844982743500236	-15.200535901795448	7.32497681017272	2.486860157186608	-3.873265244192748	-6.971240425839202	2.193681914717581	9.079245560325102	GBR	EUR
HG02654	-26.232239399129075	23.935535298591862	20.822514798552483	5.692395528738656	-0.7074566461634226	-0.07245277441609059	-3.5884758385680833	1.403597146105437	-3.511288004877935	-3.5475599928727903	PJL	SAS
HG01920	-39.52293914334233	-24.242400817740126	-38.696629478859954	73.90085646732462	14.022069710897027	2.0822754444906577	0.9979367410998732	5.748669871939368	-10.999123645376839	-1.6211549851934761	PEL	AMR
NA20514	-27.241345533692655	39.279277425783796	-11.666121601153415	-15.284708262244099	8.869164118423615	1.0112957001159208	7.1306230431777	-0.4193906752309712	-0.5491726858206115	-15.813183541022582	TSI	EUR
NA20795	-19.67841655631393	41.051072564860284	-6.569698211846536	-11.644944886507776	-17.96345328943913	3.296285835509149	-0.14692154643410524	-1.8498357980348852	-0.9027567780080483	1.7317956351472643	TSI	EUR
HG03246	86.46867558505448	-5.374188940762211	2.1923963702954903	2.511373496180304	-19.42329149569881	22.866749271288004	-2.1195813220296906	-7.9152781796819385	-3.543018559039209	-1.3442501152621196	GWD	AFR
HG01791	-25.00492648158727	38.85819880214632	-10.592624144604624	-12.283970466338223	-0.5368827637833172	-2.365768170668293	-9.480016373494484	0.2362113940633016	13.666707436538912	1.873232030085534	GBR	EUR
NA19904	81.80805853578286	-4.373140272567836	-2.256528282194219	-0.035928283375244	9.65781843741551	0.7350191554301323	0.8149508164951736	5.649215089167209	-5.592772333244967	-6.441992314758748	ASW	AFR
HG00174	-25.84906417700803	40.31937624270938	-12.810220241741675	-10.240502454059921	11.26843518849411	3.573381678176786	-2.387998716771913	7.8079598444282485	-12.2266559577595	13.550454341929681	FIN	EUR
HG00533	-40.26657400466019	-53.78455697517003	-7.611487216166259	-9.648615176661437	9.493624714241776	0.12468972568588635	-5.010530482668459	1.321330557772335	-1.2179089182039136	-2.942339344986047	CHS	EAS
NA20528	-24.592457853053606	36.42742897418508	-9.729467676907964	-14.699021380394996	10.120783216904659	-2.534277471628288	7.777832370166599	0.19846733421875398	5.236367690497509	-7.652616685750569	TSI	EUR
HG03058	88.2699648067195	-5.7299626299071935	-2.250313234366528	1.5659271304727356	4.35989067178907	3.665188388551685	4.155284110750246	-7.092631938328959	5.0225212606447505	-2.2775444239820866	MSL	AFR
NA18565	-39.16181402623002	-53.03903954687796	-2.0165551517824527	-9.869579533952562	-6.05937028022059	1.1602976217286813	0.617700572355083	0.8608880232153794	4.731388783666604	-5.714267805691345	CHB	EAS
HG03376	86.88703120083578	-7.067920125878814	-0.7607386473036993	2.2827267099296127	7.3664492806355355	18.584871058743822	-3.4442360532627503	-1.2248705864075187	4.160315604084879	3.045130299922606	MSL	AFR
HG02513	-40.54119947520719	-50.19133737068678	-2.5909261152801	-14.20568732388066	6.9483148025953385	3.8490387082479254	15.06059017887907	1.9339571647096694	-8.972423372419595	-4.442397034452461	KHV	EAS
HG00320	-28.624738460534882	38.05588167125113	-13.259058114023944	-14.62342877268403	12.73683471692396	5.038768273998106	-7.746267496426539	4.824703931347636	-5.844881652809961	-0.8061944210674702	FIN	EUR
NA19017	82.08565307761808	-7.166484553957078	3.119484002424392	1.7047158844854708	-7.647633497256547	-29.569292269864572	2.492559089258874	-10.119150910620716	-17.41947444570439	-6.384369316534895	LWK	AFR
NA18609	-37.15334806386693	-47.22683516799909	-8.921885450097967	-9.289182151187813	6.9013607309205565	2.951314473469278	-16.385507423619973	2.555189222526129	-7.496722430878027	-8.114250854368994	CHB	EAS
NA19130	88.48625749629484	-7.82746496442489	-0.06794776195440527	0.3998845297196469	1.6537677488494025	-2.733969263233024	-0.5223603714396547	6.058023328757064	4.8229332561962	-3.012641941515715	YRI	AFR
NA18606	-38.4518370866576	-51.355074622015835	-4.120210606250592	-8.673857288658406	-4.48566349828964	-0.09366694758959837	-2.538088136095067	-0.7906089010861187	-6.740908372570478	6.83752230151024	CHB	EAS
HG00675	-37.99623493740547	-59.390961299544436	-1.1529487702615828	-10.65510465268242	-2.350222935217483	-1.268131437898638	2.431190102750897	-2.6505089920296467	0.7300035576950629	-1.9868896692046567	CHS	EAS
HG03157	88.01860938440288	-6.910796225420735	0.847255117681993	2.901556336982132	-8.42993979154963	1.6040964895215228	-1.3817428816901767	9.442794977794193	-4.663849882098086	-7.877678056546953	ESN	AFR
NA21141	-25.18881143151883	9.186283095552838	32.76890539982917	10.542221210702028	0.022228772110300967	-0.6475655317384464	-0.9973018209911558	-1.2915514192203825	-0.8707328681077687	10.738715668913688	GIH	SAS
HG01914	74.5677530590624	-1.6078240236895525	-1.4932693207427339	-3.7575753244859933	-5.354470480976833	4.6419050859581406	-2.2194372987543054	-3.475987473249456	-3.753851125645317	5.39061422587538	ACB	AFR
NA19788	-30.41414128176568	-0.8677012074661802	-21.332215944212006	35.41578976677341	1.5248283584331015	-4.116564549896565	-6.9733515328296924	-13.817550155082818	6.709353586586013	-2.7460073941976337	MXL	AMR
HG02095	74.25512369814444	-4.777644995228953	-2.2588663445856474	-1.4233918435672834	5.740943056967171	-2.918722816293857	4.557635726549018	-0.8410453439917576	3.3348765179784476	-11.286103042487362	ACB	AFR
HG01046	-34.092942986110266	-53.384659240681216	1.108506303067804	-14.584044570987563	6.99659082003436	0.6283879439786244	17.655170687297815	-3.0430157581454234	-2.2943412377134567	0.42552461837710687	CDX	EAS
HG03258	85.79932733546454	-6.852960296256678	-0.48328486625086176	-2.1506431885375634	3.553739472686892	17.675019914338506	-5.8292398912743675	-7.250310338205422	-4.288352135846653	3.5213240072023337	GWD	AFR
HG03162	81.69934089184473	-5.432382755247157	2.498121143672354	-0.8502303662850786	-2.658048013840411	-2.850621529616382	2.6344211240330457	9.96843092468858	-1.1101409491482241	-1.5879768162643655	ESN	AFR
HG00851	-39.454834814958524	-50.28393310384267	-4.622743996898969	-9.77648687838122	5.740283106366333	2.094652678727903	12.588476915068593	-0.7451771220674981	1.283070176698727	1.624082272353477	CDX	EAS
HG00278	-25.10040709945116	37.02817209932875	-9.763219202427019	-13.030422030443908	5.930905902921705	1.3017958119888726	-8.446789118637085	6.739857777650703	-7.681190511972565	15.799004024306903	FIN	EUR
HG02574	85.12310805184143	-5.767988415133754	0.4402619881744681	-0.7382933717441518	12.469747821286019	17.67521595547995	-2.7897093047998127	-6.779583310985266	1.2044428262660132	-4.746891162432838	GWD	AFR
HG03055	86.21126293324194	-9.52073157548919	1.6601673570768498	-1.6311657307418357	5.090586100438764	8.639304020381267	-3.483053592243271	-8.400783266968288	4.760122192800615	-1.576254322018856	MSL	AFR
HG03693	-27.235865909491086	6.915573496382526	28.591287644272892	10.668188002707138	-1.7203904522150217	1.887450709967148	-5.26969528347386	-1.0434589507533942	10.970106896952352	-1.675759867136107	STU	SAS
HG01170	-10.742573651031643	23.982582328188855	-7.160729889687623	4.992183579939164	-20.12439302201737	1.9630600714621504	4.936700873256195	4.213449895278424	-11.032410830315323	-5.073500925778788	PUR	AMR
HG00185	-29.252159547147084	31.979589880814753	-13.130596229507407	-12.111595647684679	-10.01229881051767	3.745591300288717	-9.063835020177816	8.455499067089248	-13.88685804839354	3.8329407990942634	FIN	EUR
NA18622	-40.51987576990744	-51.4953163200823	-7.510586486313691	-10.557505650834889	7.283782259224855	1.689331374939232	1.7421136013246987	1.1586690160537811	0.11903177762053349	1.3608475627722874	CHB	EAS
NA19786	-28.224768589540208	-0.15039985441007908	-26.593766442266226	33.23631895502317	1.20442139544865	-1.52766628299245	-2.8626580644127495	3.0349452844939835	1.319131789773314	2.7444805817853655	MXL	AMR
NA06986	-29.83740390382245	47.456738642024874	-7.16863548779481	-13.579162563673709	1.3392431839324934	-1.0019845010614687	2.9169320882595273	4.094285746532254	-3.2585868215559395	10.473039280161665	CEU	EUR
NA21095	-26.22748178025916	13.679749253824967	32.91282710726245	16.532738685912157	2.0770883311437727	-3.791002707150801	-1.4157445197567977	-1.7820361183633093	5.234524571732455	5.747122723908751	GIH	SAS
NA18488	87.2336367940045	-5.439793455575951	0.7372780359778268	-0.348162222528673	-9.491429927282214	1.0077851083481513	1.3544618438729794	13.334242940629057	6.221326250225062	6.107353468268225	YRI	AFR
HG03765	-30.21987109493357	19.239107927071377	20.11998079469242	3.0737436516305547	10.329077130914138	-2.739249749872206	-3.108544890076817	-4.361200920001453	0.4649214097090816	4.408577977601201	PJL	SAS
HG02580	69.90257076017085	-0.6799091393405512	0.9526413912930319	-3.338280898490279	8.778380078126506	-10.966066142073704	1.1891602781720718	1.6866208286934568	10.92436168183592	8.338743861550663	ACB	AFR
NA20853	-24.38046002443112	19.031278579481658	30.46528823513129	5.960897287861747	3.8518769289041543	4.944160720585539	0.52517444112445	3.4607063786078576	-8.837012938489723	-4.403229093519727	GIH	SAS
HG02232	-27.981929467779732	40.39738370932886	-11.854011839389191	-13.273495250731255	-0.28077105657895424	-0.34388622255398454	1.6002429977706156	-2.272935404181965	0.600515448603513	-4.227513986602139	IBS	EUR
HG00120	-27.44849184519315	41.344123076953956	-9.051750228355337	-13.175332894938505	3.7650860181469596	-1.1561739668993583	4.130062052488248	8.171819566841835	1.39478582642426	13.41899751036258	GBR	EUR
NA18964	-37.69552458252013	-51.71487581525801	-7.2038032279202415	-7.768244336811338	7.600630951112703	0.4939566161106811	-18.1626742847496	-0.2091208091308599	-2.090722729812609	-8.87552091369713	JPT	EAS
NA19082	-38.62278836222119	-49.66934106749265	-7.533878339830877	-1.5797128322064535	2.0362381599355155	-2.2934648605204413	-16.750265278686022	8.321719691993813	-9.162210595437212	-1.2656939491134704	JPT	EAS
NA18592	-40.74342948642782	-52.43805927041523	-3.2693849728867064	-10.87505680016695	-6.921370034712853	-3.3804858226766563	-14.811557949724746	-0.08499623344110849	6.174162148860075	-7.879949076844261	CHB	EAS
NA19129	86.4351121299953	-4.829875021240659	-0.7243591060024676	3.6331239527109105	2.0380046967317713	-4.766671454508207	2.4771181283239896	7.862677868238553	11.35754403373588	7.639746082628161	YRI	AFR
HG03111	83.99940996673	-10.225606714863144	-0.09157060844574627	0.5127805626373944	6.258686106175319	-1.413297085519383	-2.0487638483845285	4.7759253757209645	-2.7837173175385703	1.329016760846847	ESN	AFR
NA19385	79.56566097064253	-4.831940450242603	-0.14539094745665734	0.5891979997586494	-8.807210709384037	-28.051408884564253	0.6582740223875836	-14.499818622353521	-10.164488322442201	-9.860737226057898	LWK	AFR
HG03744	-26.80999268088739	7.467608485953612	30.241973720737068	9.5601475065733	-1.1275828033762945	2.842624031996337	-2.469025169126155	-0.0579552313688645	-10.019883066803045	-8.888041244763144	STU	SAS
HG03716	-25.392702643398508	17.84795876016703	25.170325919788887	10.373686729644785	-2.1224941625192195	0.3391081617019193	1.5581111004369625	-1.852079368352507	10.523483554464383	-7.890812215007511	ITU	SAS
HG03914	-27.389903648563784	1.9131154033783973	33.663108664896605	14.435420470037634	16.68110520539976	0.007931808573571807	-7.435230926749377	2.1751203904994894	6.986141704057189	5.77508003020373	BEB	SAS
HG03731	-25.446119214912027	9.319016575561408	30.17678826170234	9.988210279453112	16.33863765334102	-0.01714826747989888	-1.2308486137029793	-2.0346467196291047	3.9259307033928876	-10.969443144017385	ITU	SAS
NA18542	-36.10908722550157	-51.82302659916216	-4.926951342017009	-6.380259487120928	-11.261070396329853	-7.039815835603484	-16.153906032773552	-5.618292807239581	5.624602720322672	0.025954816706628907	CHB	EAS
HG03015	-31.825001557184333	12.56928023720814	31.614856926687168	8.083320125927534	10.506523334248334	4.543341165567815	-1.9174815621319912	4.694856972791452	-17.383346948432617	-9.360210110501093	PJL	SAS
HG01537	-24.95072475334725	44.95116792623515	-16.790725583972932	-12.000917750615212	-5.258672474896092	2.0189932783480002	4.0240738827581115	-11.184557221760604	11.289501282245373	-7.285748183481257	IBS	EUR
HG02775	-27.009616935259704	13.527015261711522	31.047803109522476	6.572001908392446	2.794199967440821	0.2681515570130772	-4.162731986422847	-3.5318074441438747	-0.16073975133466234	-10.007761756233633	PJL	SAS
NA18573	-35.99293524206899	-55.84693757784404	-6.531537289014803	-8.793943299883493	3.229016602334306	-7.210395368273453	-8.042532251698514	-0.8912788878991634	9.367820437795782	-1.1109069797830489	CHB	EAS
HG01305	-16.59271586360718	18.49729622536454	-14.512967463967717	15.10717021646013	-4.052719607614955	-3.384592017999568	1.2007253149376713	-3.14209873451813	11.532794009687091	-3.407532758613984	PUR	AMR
NA12275	-24.859275730003358	36.348714570375144	-17.452756300228803	-15.581646995351159	3.6349094552500234	-0.12406222221778729	2.6817094398994445	9.779185382772111	-5.202433819548503	-4.6334827008261525	CEU	EUR
HG00692	-37.03017045983463	-53.708494760044665	-1.8042424637777394	-10.347084062392854	-4.6099575268914235	-3.638184768220035	0.541888123214386	-1.1212035283103259	5.307140696126201	-1.8811885004028657	CHS	EAS
NA18595	-40.28318176541033	-54.54561544081535	-6.638817930172106	-15.488513934217938	8.281126267739143	-0.5285137886865381	-12.835826689154112	0.8958884918869012	6.406796472847408	-0.5391971797681118	CHB	EAS
HG01383	-26.11928992116323	27.057598573158018	-18.618972194090055	1.1183171058397536	12.31674574225514	0.5248289990216074	1.149725365355224	3.0721589314600632	-1.2768147426344507	-14.155303035293777	CLM	AMR
NA20870	-26.421440987130477	21.41674642587859	19.718849400074518	0.8932214517350645	12.879173247337258	0.18304790483883474	-1.3773005554834357	2.71654712210743	-4.07242316911713	4.8750334623042475	GIH	SAS
HG01509	-21.815566190147184	41.41014106383888	-12.931643281615601	-14.791892728250822	-10.267045532944504	0.34569594779496476	-0.3898130082451164	2.9840637571017172	1.791726718703146	-8.15058842156954	IBS	EUR
NA18566	-38.378874610068074	-50.7399059511251	-0.7444262082804828	-6.938824430620558	-7.2452759954708705	0.2843824460778446	-10.822081163429486	-1.2476485060801317	8.51256831463737	5.68300078119445	CHB	EAS
HG04056	-26.69292111085589	17.7152055228648	36.597035725775534	16.965905830301587	8.426322541143369	-2.225918287514993	5.084111745276817	-4.871989813868737	2.1863119236158886	7.156858025208449	ITU	SAS
NA19350	81.66696368206955	-4.07131192068108	5.878449078123057	-0.9645579098758916	1.3694060625415823	-17.816305674547205	-1.777081985424931	-13.404710793650247	-13.732021402444733	6.9896967519699755	LWK	AFR
NA20507	-23.228221792484447	40.2372460272781	-6.62948911402231	-9.37552179553768	-3.270858643308007	2.556834949360038	-3.12280123352385	-5.510108116233878	2.750776577673009	-4.853850429183126	TSI	EUR
HG01948	-24.46235598159094	-5.876968670368964	-27.009273222713777	49.739157092540275	-6.157357149093847	-1.1608899052863226	6.365996131176435	-2.817650255549512	1.6877389113058985	-1.4550934235136117	PEL	AMR
NA19729	-38.62849349182455	-17.311006902339585	-33.511860748620784	47.85278794870544	12.924773784528114	-0.6968905550862083	3.3432020575285915	1.8828499205262583	-4.2643344197687165	5.173370591272822	MXL	AMR
HG01685	-24.012333439504484	40.25010252783683	-9.924715479256298	-8.466586529269055	-9.816411186663913	1.1953379747909303	2.2530030399920236	-1.49736753313381	-1.127516296446362	-6.793440239243269	IBS	EUR
NA19719	-28.755354863360235	4.5392222128773065	-25.561664459250967	27.273505612041067	11.462070484875762	0.8374759943270519	-0.8807762332565846	6.471776335625496	-7.973577655570104	2.8224602973356845	MXL	AMR
HG01435	-23.085534643566692	-5.347908195566379	-27.460512908825727	34.55013170051081	-18.050948565239988	-2.1602783015652083	4.304837813561299	6.762781563468972	2.5331891747603263	-4.6473172576370745	CLM	AMR
HG02778	-27.636812519449062	9.9976823892607	29.753004761995594	8.632190158561293	-1.224311611803152	0.6348642308700443	-2.3317990474738295	-0.5289501811436779	1.5714291628444084	-4.020869724045975	PJL	SAS
NA20783	-23.218667156403523	42.480051652219636	-10.591950356510022	-10.666521358686166	2.0822967430393127	-0.07221460357670643	5.1680334089567275	-6.917202919231727	7.254605226554422	-5.572521959810743	TSI	EUR
NA18942	-34.69369823135221	-44.69683637576424	1.7572396095938416	-4.97642575494784	11.177239520072835	-6.225011887679873	-26.651813600312025	0.5202329151958753	1.5326351749489273	-8.411084033612452	JPT	EAS
NA19310	79.84749577964587	-3.773138126328506	5.15095262481245	3.6833865262426095	-3.8909706395130077	-18.224749289720954	-2.127158931139595	-11.554400280818962	0.3182125619128193	-2.1715275287203255	LWK	AFR
NA18970	-39.08333270949583	-45.789885723240545	-3.7007744527110544	-4.649105002250143	-5.598949736179426	-3.707204858893987	-17.457395186757097	2.9302468017015935	2.0238923265328306	2.2732405470308445	JPT	EAS
HG00698	-37.94721187065784	-54.880455478521725	-2.1534377521165444	-12.168669892185049	-7.708288493142966	5.158365979816756	7.03021525772175	1.3485394525154137	-3.684586235001581	0.48614697067135354	CHS	EAS
HG02386	-37.63657298025222	-51.83863611023343	-0.1321569074007311	-8.894852944761164	4.787211556628981	-0.9380952501762141	19.04971407659032	-1.1604279650945017	-0.21639518179411774	2.1166290728541326	CDX	EAS
HG00139	-26.887890508705965	43.451353669405336	-7.60122583125178	-12.528637920216305	2.0929416919918875	0.47845899298273975	-0.9048482088429777	-1.353632178150878	-0.7903203391280617	15.698020753854129	GBR	EUR
NA18940	-40.642500769118556	-53.5493353328316	-5.211807940594624	-8.579318699319094	4.058210462924787	-6.352852543231348	-22.395962192204387	2.744301052470993	6.9688236173065645	4.366275186582646	JPT	EAS
HG02490	-27.744105346108547	19.326049186655883	18.798604601284676	2.1427925984482243	-3.199368041448255	-1.368578602549839	8.02612791612763	2.8443110130288827	4.400796931970913	2.273021767505228	PJL	SAS
NA19649	-27.17388872509794	23.098678843848887	-11.891609649041976	2.7691566288008733	11.104534852062153	2.9894259755623285	-7.663002711456913	1.2659718617220386	3.2205053551960354	-11.45961519763073	MXL	AMR
NA18523	86.54381885707721	-5.994183273211083	-0.9577168132121179	-1.9297121787280398	6.244853191244148	3.9088912975412007	1.3031095558808108	6.845713192419412	-0.9800962405549517	2.203861948172464	YRI	AFR
HG03432	85.1469353704114	-6.733044664472167	-0.8017420802878419	-1.8144160750918243	-1.6266241245379158	13.511115220402537	-1.9205773262449635	-1.6956672301107236	-0.3685539967998034	13.481482247509168	MSL	AFR
HG00598	-40.3100022300976	-49.35263519158626	-6.75769822590846	-12.917681652047753	9.1806893340894	0.07736713902869123	2.8478336754367874	0.20031888350295796	-6.726300247383147	-6.056096540748918	CHS	EAS
NA19436	81.09019529737064	-5.044332453676246	2.3743751691223176	1.5610662996684863	-7.314880348331607	-18.41610637065324	-0.23152506326128955	-16.117118743780797	-12.075106464800639	4.163332809666495	LWK	AFR
NA18874	89.5789788121927	-6.129100862251729	1.2265083945961286	0.8437953931093956	-14.655994660784446	-9.961780432027307	1.523181969666331	8.812639761019717	4.188421719877332	0.6268153463904482	YRI	AFR
HG00187	-28.377227924076593	39.78725542921106	-15.261297497094365	-15.785961980376142	5.105530896213288	2.229818456448589	1.57509433284538	13.729759974581919	-10.627453260281303	2.272513819224194	FIN	EUR
HG03172	83.55238222135169	-7.552939993264218	1.247969740095882	-0.61049189676613	-10.270560941348576	-4.734295810501574	0.34387382982460724	8.935819824146273	0.7321408854639198	-10.282216159499484	ESN	AFR
HG04015	-29.242379343049027	16.98454011634002	24.711560494115062	9.48550628964384	14.196066084893543	0.13539094910736416	-4.558013796380028	1.913795825688263	6.202828442514378	3.0313350122866582	ITU	SAS
HG01250	-30.52338008087285	16.965784880877987	-22.247759547880662	7.8753431768981175	10.531826286864401	-6.427704367998088	-7.253675896555688	-7.257685174438192	11.915152356342094	-10.3954022426662	CLM	AMR
HG00334	-29.311649171189735	37.5880349185175	-7.876813324319442	-4.570970684197084	-20.35064826283138	5.446064033313202	0.03300942815612963	9.134518413086512	-0.7884257715690056	12.951421539856872	FIN	EUR
NA20357	74.01294215069203	1.9491883262141954	-2.703934095492474	-1.3723327204451543	-7.59652506174493	-5.744874285577666	1.2723682307770836	-13.764205893001497	6.389955121417986	1.5299887419753142	ASW	AFR
NA20852	-27.542610190654692	14.361059327879765	24.26809743360242	4.437030914759731	13.736548455753313	-0.2776341803871176	4.340268944902737	-1.930235351655797	-2.553047010171537	-4.26405895611095	GIH	SAS
HG02127	-38.4373888743764	-53.680229207460215	-0.9129257483948199	-14.177318895874958	-8.333168061662986	0.5794024730351196	6.780906478717409	-1.1691785118848332	-0.5089697256284117	-0.867451304172342	KHV	EAS
HG01474	-23.618794050286375	41.800343045951664	-11.345288571555571	-9.308477401386526	-19.228482079967012	-1.2380651086549768	4.027346290268555	-3.963697756007436	4.835973517572277	-10.851086080683658	CLM	AMR
HG00350	-26.904512593621142	36.36668671523151	-13.948640795547853	-8.818654519597208	-4.212607876871201	2.579769304667978	-4.394973557714698	-2.0530525673657	-15.305532025233385	-2.197515549854423	FIN	EUR
HG03585	-22.265358350940748	2.6861275714796413	31.000707506939587	9.56703512894818	-6.3719184430458125	-4.284593230595398	-0.41847675210536106	-5.264364019139182	4.3461281936218885	0.04682630219456227	BEB	SAS
HG03636	-28.188207654840287	19.83963549178065	24.02684606836719	6.328528386947809	-0.4937840929321272	2.086577383195885	-1.3378567069604286	6.928948386326129	-3.7797289670767156	-7.74510852688019	PJL	SAS
HG03025	88.09055649402339	-3.4835777223579467	-1.2193134444084033	-1.8078295526871984	-6.58309547761418	16.82627469244774	-5.507649488071518	-11.83262303036395	-4.402640226011593	2.8018211118711673	GWD	AFR
NA19026	78.63327516291523	-6.173534762779549	1.6934894405569172	-1.0119955395017324	-6.159203433991032	-27.12280509603996	-1.3525182646101925	-22.517193873824947	-13.712348386963278	-14.028162691664177	LWK	AFR
NA20512	-28.466484941294112	43.40912398054013	-12.107532411095384	-12.364736287621366	7.2050596460613505	0.42813708002029854	-0.2858494321416579	-1.006993457411688	9.906946149737413	-9.009802573113125	TSI	EUR
NA19149	89.66662096182009	-8.051137802092374	-4.66484346669567	-0.026270148861546792	5.0672230713649595	-4.520876818232119	-0.7785659932681064	8.015735801318094	1.087734893757067	6.858142002010885	YRI	AFR
HG00190	-28.918398882393802	31.416661384977292	-7.153481476108119	-7.238404168597913	9.895542085711261	1.9708056958009128	-5.872817285392484	2.9982547429206146	5.928005008040468	18.956040593229936	FIN	EUR
NA19378	78.82045862001665	-3.4225212027117875	-0.947458079367357	0.03279219776685687	-3.7386866558976335	-14.036913149505427	4.090070659068463	-9.677932246964785	-18.103477121013224	12.417870624025458	LWK	AFR
HG03452	87.13209840453479	-6.716654913178239	-0.5134097388546686	1.1365906055969448	7.206820498578954	13.555680895017657	-1.0142772542045837	-1.4844363846618551	-4.195662030282589	1.100866983756409	MSL	AFR
HG02597	-24.009384028556283	18.70489617078349	16.49675155246507	1.086345778232469	-2.4124432922380183	2.5624438215216667	-2.665987082597665	-1.0078906762479698	-7.762324658424797	-11.023881014525768	PJL	SAS
HG03640	-25.52081536567395	10.374327117357419	29.31900240360086	9.438121600662333	-12.752754746362774	2.8510237533737928	-0.27247649612646235	3.2848842935004017	-15.004627419212031	-7.1259356670261225	PJL	SAS
NA19722	-28.493987778457676	10.440308174412397	-24.07330768041945	24.207766700441244	5.172118938255875	-3.717001620656985	4.448059346543844	-1.3304839192737454	9.646552423669622	10.933776603497533	MXL	AMR
NA18516	88.28790314318947	-9.345173373796827	-0.0014665848557445249	1.6531009720898173	1.4572794469674923	-10.866816613552896	-2.66746115284767	7.639679169007907	1.2055944916938353	-0.9631159598832307	YRI	AFR
HG03844	-27.43977469170744	6.51365016804205	32.82234766720432	9.664608187053702	-0.8240488385984294	4.688166765375983	-0.1320735541903851	3.8079303573664283	-6.974200012089679	-3.235034993858497	STU	SAS
