	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	super_pop
NA18987	-39.6707219457688	-51.32326184283108	-6.432991889937259	-5.398650252071915	-13.544493840697884	-4.989551877232988	-14.746096248386932	2.5937010276375916	5.938828767587764	2.0888195937109475	JPT	EAS
HG01378	-25.897883635336573	2.3401534844755436	-20.169456486747375	24.816067606757144	-4.29251005612586	-3.1498747436289607	-0.0839577904214243	-4.232729789932475	12.724083319866239	6.112051035724097	CLM	AMR
NA19213	92.14546458115322	-6.757224091686952	1.7708615558988174	-1.011029284272967	-2.228638826226589	0.6312835443933975	0.2766829012900515	9.890103305082382	2.9104216549982938	-6.635908842601048	YRI	AFR
HG01595	-38.095103953473554	-53.94633064305223	-4.849078178642356	-11.267892168381454	1.0161848711710528	-3.865999333350528	13.588010259436766	1.935735214675834	9.413377510293012	7.482154071282952	KHV	EAS
NA20502	-27.302875038054204	40.74156538397961	-9.69162664384816	-9.921441977107435	-4.666339870342487	-5.934489488167892	3.440455685168675	-5.7089917021565695	11.231115905244684	6.0679910912491195	TSI	EUR
HG00146	-26.552511485102485	43.027861516896714	-11.206383123017345	-14.925753684750319	8.095722109378523	-2.250448747362566	-0.7693024312904165	-2.891049069623195	3.4887629899461516	-3.6731627663623545	GBR	EUR
HG00607	-38.42461735387013	-53.834188013962645	-3.83172060359108	-9.216963272641461	-20.750217591520784	-5.36555917682587	1.482711028192073	-2.4301730304315097	-0.8532376229188258	3.1900508546245496	CHS	EAS
HG00141	-25.465065329629166	41.7095616722121	-9.696898415435365	-12.931235891684546	-4.766724436831228	1.6918448313903947	7.023633471042716	2.8386220334580567	-2.464035565163745	-0.5253981103033605	GBR	EUR
NA11831	-23.55637170865304	43.82419746168013	-11.01445852467044	-10.671220910225854	-20.150190067734123	0.8372313836726443	4.498379639247114	6.01256299256586	-5.1404276900124275	3.619443134832316	CEU	EUR
HG00318	-28.15296890836479	35.963758064708685	-11.463387707664767	-10.655578330549048	-12.290046134524724	2.418023229094801	-7.133963802139299	13.162884833716452	-8.131943275824202	6.946804217835758	FIN	EUR
HG00437	-37.56370720177061	-55.54157377183972	-6.832721593176955	-12.823670663195342	10.290409283792672	-3.701263026519068	-7.474171385478753	-1.310137854509334	-0.00436275207715306	3.8769294624592336	CHS	EAS
NA20808	-23.618528007790108	43.240897385877766	-13.03668756538076	-13.87616858255421	7.18738441849932	-0.9278892031601379	-0.14385015872864984	-4.628091447211591	4.645521459007816	-9.098136924312684	TSI	EUR
NA19214	88.10231491932393	-10.216860812065203	3.349795572175041	-0.3895824224943781	4.466929140839908	1.9373195845267286	1.9112383268991526	17.49979796171196	-5.5148668697228365	3.6685783522020685	YRI	AFR
